Gene,Method,Sequences,Codons,LRT p-value,cAIC,CV(omega),CV(alpha),w1,p1,w2,p2,w3,p3,SRV1,SRV_p1,SRV2,SRV_p2,SRV3,SRV_p3,DH_Rate,TH_Rate,TH_Rate_SI,NUM_ER_SITES,ER_SITES,WD_unweighted(omega),WD_weighted(omega),WD_unweighted(srv),WD_weighted(srv),ΔcAIC,RelativeSupport,ER_Sites_Intersection
Gadiformes-COX1,BUSTEDS-MH,19,520,0.5,20024.45989276619,1.3300947780555983,0.9228053362514972,0.009943085875147556,1.0,0.03596508798347074,0.0,1.107876666347216,0.0,0.3351041246852114,0.423472006723055,1.161661396927624,0.5245159557744132,4.783178239278507,0.05201203750253182,0.3490102958299193,2.250120696049013,3.503094808572644,,,0.2484830921509613,0.01611882684903097,0.3567673784010718,0.16757670129298904,,,
Gadiformes-COX2,BUSTEDS,19,233,0.4068138484954028,9843.426727831758,1.326478013028138,1.0462548392356095,0.001838928725611766,0.6718323001982092,0.075890254784402,0.321093497102824,1.782649635575991,0.007074202698966778,0.0,0.00794760157318077,0.316675785463565,0.3550652199825493,1.393370969787715,0.63698717844427,,,,0.0,,,,,,5.09884950243395,0.07812659530602188,
Gadiformes-COX2,BUSTEDS-MH,19,233,0.4691064797285003,9848.525577334192,1.3457862787055215,1.0259113486186826,0.002527172319771029,0.6726037506997586,0.08098348784032847,0.3261031052305346,2.485896050969816,0.001293144069706856,0.0,0.007774769943346568,0.3427276412914175,0.3686245665195233,1.400996219021299,0.6236006635371301,0.3520249426963982,0.7095868476502555,5.7803168335231,0.0,,0.23634263068130348,0.01289728579911073,0.011225701687145484,0.028128905158005375,,,
Gadiformes-COX3,BUSTEDS,19,262,0.5,10699.95011531239,1.1179201295472743,0.976714543590469,0.0002638560456240798,0.8549355374165432,0.1713274544603129,0.1402802856403928,1.0,0.004784176943064051,0.01306598100660636,0.01869665179794958,0.4741973653607463,0.5459541373542625,1.701773376179522,0.4353492108477879,,,,,,,,,,1.9355813170514011,0.37992148785153274,
Gadiformes-COX3,BUSTEDS-MH,19,262,0.5,10701.88569662944,1.1767708479863936,0.9611227297573267,0.0,0.8365831568012857,0.1459273948793312,0.1634168431987143,1.112193612698658,0.0,0.02050953959205867,0.02076740645067901,0.5004234199667932,0.5678961442337482,1.739173711841257,0.4113364493155727,0.376609641051075,0.0,1.876536410732173,,,0.045952509441754594,0.010543172308454925,0.023689982951078048,0.0595744123827409,,,
Gadiformes-CYTB,BUSTEDS,19,388,0.4964349963595295,17121.73505557189,1.1521194243138124,0.9256897751160892,0.003872495064166874,0.9164072897984148,0.2021157795711334,0.08116449091424323,1.400189401917192,0.002428219287341985,0.0,0.006071240144579194,0.5814044344922138,0.6127254039235915,1.688754107264246,0.3812033559318292,,,,0.0,,,,,,6.177287996837549,0.045563696978796475,91
Gadiformes-CYTB,BUSTEDS-MH,19,388,0.5,17127.91234356873,1.122770038463762,0.926715751022418,0.003402409891181927,0.9055227716178071,0.1639757253965694,0.0883556006245501,1.0,0.006121627757642757,0.0,0.006088955293021626,0.5807403375290788,0.6136447500628448,1.692581619225258,0.3802662946441335,0.0,0.0,0.0,,,0.1462665137549137,0.009041730593815429,0.0014972029747156723,0.0029109475822398515,,,
Gadiformes-ND1,BUSTEDS,19,325,0.4844817659695594,15813.04003224643,1.1926868758404863,0.9212991603479697,0.01396822229375556,0.9138435100498606,0.1772425073996126,0.08325805761666757,1.597404814893749,0.002898432333471779,0.3410363671269179,0.2121602121658376,0.9663511374339159,0.7364262636804474,4.201215497394958,0.05141352415371499,,,,0.0,,,,,,,,
Gadiformes-ND1,BUSTEDS-MH,19,325,0.5,15812.05115613259,1.342164312939622,0.8760940814550546,0.02176909406933272,0.6190525283586192,0.02796844489852587,0.3809474716413808,1.414463501614643,0.0,0.3426396860259108,0.1598899667277779,0.9224579143148205,0.7768002719203535,3.611604094604875,0.06330976135186862,0.6759362556939631,0.0,0.0,,,0.11333874918525663,0.025933462378138795,0.21170264826939034,0.12423191641505012,0.9888761138408881,0.6099135477123517,
Gadiformes-ND2,BUSTEDS,19,351,0.5,20454.31022029242,1.2059979594001748,0.8027351257270204,0.003157953304376652,0.6974858303791677,0.1091311679086476,0.3025141696208323,1.001537983154818,0.0,0.1541093579475977,0.1355075376211388,0.7503172916922828,0.6091179548407909,2.044390770308314,0.2553745075380703,,,,,,,,,,2.8963262891084014,0.2350015557718375,
Gadiformes-ND2,BUSTEDS-MH,19,351,0.5,20457.20654658153,1.2459707017698656,0.7937053789260089,0.003034121335398079,0.6665594919994715,0.09378283195204283,0.3334405080005285,1.099248200154553,0.0,0.1698872913747026,0.149232500192505,0.7840943282721389,0.6197648540154983,2.115530695268727,0.2310026457919967,0.2182820824852258,0.0,0.1428662123233292,,,0.03772746164177279,0.007528326143986133,0.040231631655791404,0.07736430134806216,,,
Gadiformes-ND3,BUSTEDS,19,117,0.5,5724.791508746161,1.1060487742382479,1.3574102758197828,0.001632382866317874,0.7769766358225436,0.1785427114519927,0.2230233641774564,1.001410394157415,0.0,0.1104798455378133,0.1039213451339463,0.8108852401837994,0.8880292762364501,33.34778561702442,0.008049378629603652,,,,,,,,,,,,
Gadiformes-ND3,BUSTEDS-MH,19,117,0.5,5720.399600299928,1.3141723528092035,1.1326282170758828,0.02693750843483341,0.2207094855451153,0.02835705630580157,0.7792905144548847,1.117187302811193,0.0,0.1714547016009305,0.1098999144490981,0.9422190016273893,0.8669822536002121,7.105769688813945,0.02311783195068982,0.0,14.9274535541416,72.20747027297368,,,0.09708922978949486,0.053946049244056944,8.811441515239062,0.4301096040147972,4.391908446232264,0.11125235127353343,
Gadiformes-ND4,BUSTEDS,19,463,0.5,23548.31808581286,1.0552841176034065,0.9111800374420784,0.01584454577869899,0.9128027304641572,0.1993844849277566,0.08719726953584286,1.001557551442942,0.0,0.2869269139723689,0.2722052279453973,0.9668720866505586,0.6530203385263093,3.885149548239252,0.07477443352829342,,,,,,,,,,,,
Gadiformes-ND4,BUSTEDS-MH,19,463,0.5,23534.11926533139,1.3178969829669007,0.8719844111047936,0.02505390814478259,0.7640548421700132,0.02723151073142184,0.2359451578299868,1.099248200154553,0.0,0.3252928000952179,0.2932078558584306,0.9803262898963998,0.627897961642279,3.664106873662186,0.07889418249929034,0.6018155621320932,0.8429494512474005,0.0,,,0.09301766175800977,0.023741514192296212,0.09095425464858539,0.060006383618620526,14.198820481473376,0.0008255916800581597,
Gadiformes-ND4L,BUSTEDS,19,100,0.07740850356816498,4979.56696430516,1.383467004666799,0.9457648465189613,0.03599746575052738,0.9415582999591509,0.2401085276047915,0.05561398133374886,18.73484231772428,0.002827718707100284,0.04104840323398368,0.02148332590506642,0.6860203667711959,0.7791752788449189,2.330614936353353,0.1993413952500147,,,,2.0,33|93,,,,,2.486106868792376,0.288501949873593,210|61
Gadiformes-ND4L,BUSTEDS-MH,19,100,0.5,4982.053071173952,1.3319429290796712,0.8870189714565166,0.0005776819044865956,0.0,0.04498640480289878,1.0,1.11768317114292,0.0,0.05805727360373212,0.02129414586018617,0.7121463009311199,0.75840458082477,2.082006591256227,0.2203012733150438,0.5505729079526468,0.0,7.557483195679059,,,5.949233684409764,0.07216478346587012,0.0972477165422661,0.09911586876491635,,,
Gadiformes-ND5,BUSTEDS,19,616,0.5,33659.47628570037,1.0784881652055953,0.8599125716361351,0.005263484423572229,0.8122272900966486,0.194785352229336,0.1877727099033514,1.001560476231069,0.0,0.1272167970861103,0.07573603384697775,0.62653627097516,0.6215417034039626,1.985142016931431,0.3027222627490595,,,,,,,,,,,,
Gadiformes-ND5,BUSTEDS-MH,19,616,0.5,33642.75359473345,1.2285111303294198,0.8549083896469845,0.007511948313930261,0.7076101980501447,0.09066640783086158,0.2923898019498553,1.002655867333126,0.0,0.1474075192839664,0.07598330690051977,0.6426038477560289,0.6472127970034287,2.06968927689031,0.2768038960960514,0.5618538873788105,2.045356578757584,0.0,,,0.03582093313029649,0.03007633781988367,0.040268519645868,0.0698297442876336,16.722690966926166,0.0002337296427417043,
Gadiformes-ND6,BUSTEDS,19,188,0.5,10756.81196830777,1.2702237494220407,0.7022706732229955,0.003597297495167827,0.4650356528227517,0.1054732123596874,0.5349643471772483,1.470839779541749,0.0,0.2294942666587401,0.2577817494975043,0.8319702220870691,0.4428633753268927,1.912083193501866,0.299354875175603,,,,,,,,,,4.779001864621023,0.09167542470506135,
Gadiformes-ND6,BUSTEDS-MH,19,188,0.5,10761.59097017239,1.2545227571107715,0.9490603673119213,0.03929651840282329,0.0,0.05183018336484297,1.0,1.118907337324385,0.0,0.02899839962892322,0.01755002696159683,0.4731369901429737,0.5192964164927208,1.627522283182386,0.4631535565456823,0.5806871108814091,0.1580229633923624,12.32248250405277,,,0.14709156403995463,0.05112711955476681,0.2812966697644641,0.3776821794292381,,,
Galliformes-ATP6,BUSTEDS,19,228,0.5,9549.29778145173,0.6958422771767506,1.3012176357732663,0.01301365122991775,0.9856928875973586,0.9769992068428147,0.01430711240264138,1.068761092400926,0.0,0.02843937279767015,0.04688715319861612,0.5398405299630203,0.9017935174605393,9.973666354604498,0.05131932934084461,,,,,,,,,,,,
Galliformes-ATP6,BUSTEDS-MH,19,228,0.5,9543.941472175158,1.37731792515055,1.239080204247218,0.0005634667012180453,0.0,0.01921465365653482,1.0,1.112834735197353,0.0,0.03434488667065787,0.04390192299335332,0.655559522890424,0.9018180451798189,7.503620987134478,0.05428003182682779,0.0,7.099865701918153,0.0,,,0.3381027935038022,0.01981541524784016,0.8638899580901374,0.25352214340004336,5.356309276572574,0.06868979478687494,
Galliformes-ATP8,BUSTEDS,19,56,0.5,2763.147028944592,1.1909849829852832,1.1453718886139177,0.07240448449833665,0.0,0.07288382127673312,1.0,1.235372426690418,0.0,0.0,0.08976161173066549,0.687193624459928,0.8123496960580578,4.512865153857395,0.09788869221127668,,,,,,,,,,6.732810264677937,0.034513486015050096,
Galliformes-ATP8,BUSTEDS-MH,19,56,0.5,2769.87983920927,1.2776047004611693,1.1440008760813658,0.0005561261904615192,0.0,0.07348870446254013,1.0,1.055499227987039,0.0,0.0,0.09024386177775738,0.6918930211815242,0.8128505941972274,4.51567917000417,0.09690554402501524,0.0,0.0,0.0,,,0.0841088133990204,0.0006048831858070092,0.0025044709561238276,0.00817596195950584,,,
Galliformes-COX1,BUSTEDS,19,517,0.5,17012.56865523646,1.308079963698535,0.8575417114124277,0.0,0.9255848065491001,0.05881646904272336,0.07441519345089988,1.100636487807149,0.0,0.03028857982445239,0.0217101233803386,0.5281244529251582,0.3973223904706104,1.35895171402111,0.580967486149051,,,,,,,,,,6.067789553380862,0.04812782548647173,
Galliformes-COX1,BUSTEDS-MH,19,517,0.5,17018.63644478984,1.2922403225018826,0.8583729876686107,0.0,0.9297785855812876,0.06219381254858806,0.07022141441871244,1.002155462703288,0.0,0.02998697680513669,0.02167405786264207,0.52779598991295,0.3982140585361443,1.360382884088208,0.5801118836012136,0.0,0.0,0.0,,,0.03395278953657525,0.0004838251125783461,0.0006870786995406195,0.0016963632513610331,,,
Galliformes-COX2,BUSTEDS,19,228,0.3953171265134591,7963.998053948568,1.39841956528185,1.360268482005963,0.007767973004730306,0.8662940281293227,0.007834792220694047,0.1310394302843439,2.080032807873522,0.002666541586333404,0.05789989044468875,0.0914222110620986,0.6773695458700107,0.8947181260046567,28.04194121991281,0.01385966293324468,,,,0.0,,,,,,5.634956485620933,0.05975644410774034,
Galliformes-COX2,BUSTEDS-MH,19,228,0.4992031915832678,7969.633010434189,1.39358000546232,1.346827035846593,0.008635537824726345,0.0,0.00881991232658414,0.999750025,1.777125652735546,0.0002499750000000134,0.06646861772716516,0.09178540767108777,0.7390750475694225,0.8945803762259913,24.40456526425437,0.01363421610292094,0.3553615134734793,0.0,0.0,0.0,,0.10158661335462074,0.006121321422581033,1.23588339488011,0.1119399832197083,,,
Galliformes-CYTB,BUSTEDS,19,382,0.5,14030.35907913869,1.368781929028401,1.2677026569621561,0.01093916637168034,0.003861880949099528,0.01094622331604165,0.9939969198312179,1.0,0.00214119921968262,0.253829327778813,0.4592399545027432,0.7887652157387193,0.5061132411004455,13.97609158145465,0.03464680439681132,,,,,,,,,,1.9051753775001998,0.38574155177742947,
Galliformes-CYTB,BUSTEDS-MH,19,382,0.5,14032.26425451619,1.2457491533706977,1.2544565843518172,0.01149917801997725,1.0,0.08498910917491317,0.0,1.102387850254244,0.0,0.2711580057162173,0.4585958862527729,0.8365697449180983,0.508073362038746,13.51932458993843,0.03333075170848121,0.2467511567387983,0.0,0.0,,,0.05899691592047078,0.0026683751595132227,0.17396673287766787,0.06503338043840781,,,
Galliformes-ND1,BUSTEDS,19,327,0.02483419437337203,13347.35258890094,1.3971123729774633,1.1613051382195356,0.0,0.3538310076414525,0.03399930788415929,0.6420578062882347,4.174829808483389,0.004111186070312823,0.09241939066001253,0.1649948293039485,0.6924670431666137,0.7530903017966941,5.655396512448069,0.08191486889935745,,,,2.0,91|270,,,,,7.572000189649771,0.02268616311338921,
Galliformes-ND1,BUSTEDS-MH,19,327,0.09172951146402253,13354.92458909059,1.4024872424854669,1.14446335841317,0.0,0.00418920655819508,0.02151586894126451,0.9927415850596915,3.86532661949416,0.003069208382113463,0.09715275631805062,0.1638237385226939,0.7057337167630454,0.7516159399424877,5.3647307997929,0.08456032153481836,0.1846180677793071,0.0,0.3197663715625751,1.0,91,0.10732887597737446,0.020815526830130035,0.10288858396987971,0.04761968749137333,,,
Galliformes-ND2,BUSTEDS,19,347,0.137791305227454,15139.85269162901,1.3085947874396895,1.0387981414454968,0.03529909984375922,0.9920182327530316,0.2769132442538134,0.005874850120639829,5.907527316307911,0.00210691712632859,0.1110275495664147,0.0891966642811162,0.6778354749429342,0.779873766324438,3.52457134226919,0.1309295693944459,,,,0.0,,,,,,,,
Galliformes-ND2,BUSTEDS-MH,19,347,0.3015888872503,15132.0907901519,1.4001746224371696,0.9748887685737645,0.0344602272661745,0.0002724493865976391,0.03519319672541791,0.9989858869773147,10.45515818172318,0.0007416636360876422,0.2408684175391901,0.2170509302917358,0.7864791754566149,0.6737149295425383,3.825328994962908,0.1092341401657259,0.1687227589100108,0.4184958667121999,54.6398930174193,0.0,,1.5967299285070828,0.012915363667612164,0.17974740706005796,0.23054437444394177,7.761901477109859,0.020631200976243772,
Galliformes-ND3,BUSTEDS,19,117,0.0004883605012314107,4782.39891868886,1.4139908033875612,1.1303565129828501,0.0,0.02352586271060705,0.02738760594581358,0.9738026112636341,260.7762788582004,0.002671526025758846,0.07386614262798191,0.1887728261265748,0.6689837414912866,0.6999900694130701,4.654688796244971,0.111237104460355,,,,4.0,17|24|29|83,,,,,4.836371785092524,0.08908307723683057,
Galliformes-ND3,BUSTEDS-MH,19,117,0.0005721127481249089,4787.235290473953,1.4138510918861138,1.119541587378454,0.02529951058388617,0.2289455259237435,0.02600836960281908,0.7687559815858652,300.2226538529947,0.002298492490391305,0.07385705398693637,0.1843194344254465,0.6747144487363373,0.7011785946616444,4.482816990184038,0.114501970912909,0.0,2.644919588713277,0.0,3.0,24|29|83,13.157684580573736,0.19001970229303394,0.05920386731567644,0.03824039451553467,,,
Galliformes-ND4L,BUSTEDS,19,99,0.5,3687.680866498206,1.3795607781169306,1.2083382570961971,0.0,0.1319848881536101,0.01667804331479318,0.8651081239115441,1.0,0.002906987934845788,0.05756312935283895,0.1222000021355815,0.7479039947625061,0.8265802207326831,7.316766244972681,0.05121977713173532,,,,,,,,,,6.416575429257136,0.04042577450556366,
Galliformes-ND4L,BUSTEDS-MH,19,99,0.5,3694.097441927463,1.3473118991073632,1.2081767652109316,0.01056274688147703,0.6573216750596799,0.02203656508560728,0.3396900887915905,1.0,0.002988236148729599,0.05771502618261342,0.1222436273266429,0.7487922703809758,0.8266698688121401,7.319755114592644,0.05108650386121691,0.0,0.0,0.0,,,0.005307089550763709,0.006506843033775982,0.0013430140227357011,0.001810889995792484,,,
Galliformes-ND5,BUSTEDS,19,608,0.01279906030323247,26317.23537576738,1.3534313930904986,1.0931124087472184,0.02753536721916605,0.9700165707269743,0.1370202922161982,0.0253115937205645,5.559404290151138,0.004671835552461168,0.155291141174895,0.08781374310446668,0.5892836434730826,0.784010590957299,4.090937872047769,0.1281756659382344,,,,6.0,42|47|57|117|273|277,,,,,1.6519263467780547,0.4378130993927724,
Galliformes-ND5,BUSTEDS-MH,19,608,0.07916409979930078,26318.88730211416,1.3918052858171361,1.0721036583760157,0.02930662770007155,0.5481236780466676,0.03046552962247457,0.4488416676828693,5.598662354023395,0.003034654270463045,0.1699340669614349,0.09031283387687007,0.6035817407804683,0.7791737422742533,3.941033143868384,0.1305134238488767,0.2006826790426287,0.1246177949129843,0.0,0.0,,0.04919469564896206,0.014075165060922929,0.05961525042443705,0.04052426203750885,,,
Galliformes-ND6,BUSTEDS,19,174,0.5,7222.828051008048,1.2091915172352365,1.1301325787490815,0.04187187071966702,1.0,0.06550488279181339,0.0,1.00210500148995,0.0,0.0051542254203357,0.02978712216931144,0.5326335931031176,0.7961590720170022,3.30808855661564,0.1740538058136863,,,,,,,,,,5.955173220274446,0.05091556481449454,
Galliformes-ND6,BUSTEDS-MH,19,174,0.5,7228.783224228322,1.267208781416041,1.129359885007605,0.04076815148074272,0.8732574376314403,0.04232142726232782,0.1267425623685597,1.115908315286051,0.0,0.004295885687620632,0.02862648020231017,0.5287562661341738,0.7937874465918912,3.266905602878999,0.1775860732057987,0.07189461222857253,0.0,0.0,,,0.04603016285483696,0.0010208089825939383,0.015306206812766577,0.020531788727513343,,,
Gruiformes-ATP6,BUSTEDS,7,228,0.2417404012079397,5200.522453018106,1.4030954473406214,1.2771805784868044,0.01847324198074489,0.9966259037910409,0.01854665669918699,0.001753032882223601,7.0263234422557,0.00162106332673552,0.0,0.01723040112482815,0.3945314584051559,0.865185972880594,5.601604056317399,0.1175836259945779,,,,0.0,,,,,,7.135555818732428,0.028218488102958895,
Gruiformes-ATP6,BUSTEDS-MH,7,228,0.5,5207.658008836838,1.3325823887640282,1.2604085638362603,0.02052633107498125,1.0,0.02365590817589228,0.0,1.103907117448661,0.0,0.0,0.01746653356020728,0.4296872027139144,0.8656547212473676,5.373425623941663,0.1168787451924251,0.0,0.0,7.985309584816708,,,1.9765262217926605,0.013406472979868314,0.08777805889483146,0.060815910861187164,,,
Gruiformes-ATP8,BUSTEDS,7,56,0.5,1554.008157051019,1.2677109210255504,1.3569585536878375,0.03675072980703537,0.8527136664204813,0.03743480079304493,0.0,1.0,0.1472863335795187,0.0,0.08153739769828856,0.6191304236902079,0.8984353767903746,22.15740389293108,0.02002722551133686,,,,,,,,,,9.517959452708965,0.008574353122761861,
Gruiformes-ATP8,BUSTEDS-MH,7,56,0.5,1563.526116503728,0.8902811511632474,0.994247492472985,0.0,0.6403570308819194,0.3881803190643913,0.3596429691180806,1.002309507311951,0.0,0.0,0.084659695865176,0.8582284066291718,0.8213628001137621,3.139933496507396,0.093977504021062,0.0,0.0,1.153323908667998,,,0.1299352517967776,0.18827467104216442,6.418856126454216,0.7656005561426036,,,
Gruiformes-COX1,BUSTEDS,7,517,0.5,9716.476697203272,1.2833287964716178,1.3945512206349528,0.0008567413579524505,0.9194664851183679,0.06617470221631884,0.08053351488163207,1.001540587924514,0.0,0.08279108525269913,0.1407239220681544,0.257845364111857,0.838052495856518,36.38694731601129,0.0212235820753276,,,,,,,,,,6.973238147715165,0.030604167886504958,
Gruiformes-COX1,BUSTEDS-MH,7,517,0.5,9723.449935350987,1.389196546947171,1.3914873823243648,0.001337977791376677,0.9392437925503841,0.08482536683281708,0.06075620744961585,7.199419445481637,0.0,0.04829950889104279,0.03534479499783338,0.2917008592780183,0.9415743570859741,31.35217637372648,0.02308084791619247,0.0,0.0,0.0,,,2.072336919535682,0.0028579202523016465,1.7010393379375421,0.21614994403942184,,,
Gruiformes-COX2,BUSTEDS,7,228,0.5,4517.720245400674,1.3634670786512213,1.2691427793724503,0.01246791177515871,1.0,0.01555239556210385,0.0,1.143205269985604,0.0,0.08766711829425611,0.1138130362080323,0.627045227710301,0.8378971600632067,9.62155336500049,0.04828980372876104,,,,,,,,,,6.2801284047209265,0.04328001913337585,
Gruiformes-COX2,BUSTEDS-MH,7,228,0.5,4524.000373805395,1.3022081122510754,1.2697671730032176,0.01239148173330114,1.0,0.04684266028197187,0.0,1.057159308350502,0.0,0.08699518224685639,0.1138205293403753,0.6234286917435712,0.8374741838058338,9.608663817798428,0.04870528685379092,0.0,0.0,0.0,,,0.039137552132275835,7.643004185757009e-05,0.005726006405397421,0.0074634219192720955,,,
Gruiformes-CYTB,BUSTEDS,7,382,0.4893226917726375,7871.295103711093,1.3921947716543812,1.2868352324874324,0.0009067413222193952,0.1050765551586788,0.01740148155464226,0.8934419560881555,1.741748795834821,0.001481488753165727,0.05063048629469181,0.07917618216146624,0.4513316185653898,0.841506340742909,7.768689514049887,0.07931747709562478,,,,0.0,,,,,,6.020740374054185,0.049273434997451966,
Gruiformes-CYTB,BUSTEDS-MH,7,382,0.5,7877.315844085148,1.2602984654986886,1.2754865183601296,0.0166901082747435,1.0,0.07052089152311573,0.0,1.105367215281452,0.0,0.05568217197853693,0.08086217755812923,0.4796277426737327,0.8407576480450399,7.556078179370275,0.07838017439683083,0.0,0.7096000044369684,0.0,,,0.23509478582478888,0.004849687607049151,0.08198638149059999,0.04832726781311024,,,
Gruiformes-ND1,BUSTEDS,7,326,0.5,7256.493513874449,1.3575175593312914,1.2742891552039375,0.008618870140205844,0.9903483553468366,0.01886918106335675,0.0009931165691371851,1.0,0.008658528084026187,0.1222053600727309,0.1731498084105722,0.4724967996900626,0.7523163943705172,8.36362965369036,0.07453379721891067,,,,,,,,,,6.107038866261064,0.047192540783344464,
Gruiformes-ND1,BUSTEDS-MH,7,326,0.5,7262.60055274071,1.3246490856704527,1.2200982693288436,0.01142492844884047,1.0,0.03754515593031192,0.0,1.107147564210688,0.0,0.1572471016748852,0.1470496968036621,0.5503165062815869,0.7737874306864978,6.960950865533067,0.07916287250983997,0.3647947145481443,1.193718175070553,0.0,,,0.04287653246209262,0.0113459732617739,0.5051800787836573,0.20909395271956643,,,
Gruiformes-ND2,BUSTEDS,7,347,0.5,8715.329191687828,1.2909806389577962,1.1892591239420025,0.02814414443331109,0.6638485098545587,0.03353926832873098,0.302498748120539,1.0,0.03365274202490231,0.0613525200789824,0.06570071650540614,0.6611155363737514,0.8626206217605036,5.938687890244085,0.07167866173409032,,,,,,,,,,6.164264565210033,0.04586136293117837,
Gruiformes-ND2,BUSTEDS-MH,7,347,0.5,8721.493456253038,0.6809164153873521,1.1898780924759587,0.02933989387490723,0.9666168777046924,0.9935904859389515,0.0333831222953076,1.105495605892169,0.0,0.059786722837166,0.06534124300133205,0.6498034386942164,0.859915026392831,5.850895005310352,0.07474373060583697,0.0,0.0,0.0,,,0.3555808576479952,0.002539780707229375,0.03355692661836171,0.03223712803031522,,,
Gruiformes-ND3,BUSTEDS,7,117,0.5,2647.431192967291,1.3525368210214679,1.2394966765869895,0.01544449487457064,0.8693155452775215,0.01546499985314468,0.1022223414331063,1.032196926247526,0.02846211328937215,0.2219994142647656,0.4085435915495531,0.6246179888390895,0.5297783388243629,9.377635923981348,0.06167806962608403,,,,0.0,,,,,,,,
Gruiformes-ND3,BUSTEDS-MH,7,117,0.5,2645.919682769586,1.3690233980973787,1.1147158908160015,0.0005382399709552613,0.0,0.02345128093335316,1.0,1.09644756024151,0.0,0.3135208689933676,0.5631561700954434,0.8724575631524413,0.36615605795746,7.129707900410495,0.07068777194709662,0.0,7.705178945505787,95.43678795407105,,,0.029047723325935994,0.036487832777065674,0.8624296842042689,0.3734947780595508,1.5115101977048653,0.46965584421498513,
Gruiformes-ND4,BUSTEDS,7,460,0.4402815307451231,10654.94714000253,0.7279330047351381,1.1739573899269113,0.02443370665967369,0.9875611418850712,0.9946731207416446,0.0,1.491079216012142,0.01243885811492884,0.3522054165207542,0.2116813691061823,0.3524760902023663,0.6629341732180798,5.517240674086243,0.1253844576757379,,,,0.0,,,,,,6.156306890519772,0.04604420133563166,
Gruiformes-ND4,BUSTEDS-MH,7,460,0.4434827069832677,10661.10344689305,1.3460439999592773,0.6404685274051888,0.02482588705318805,0.9742222714193588,0.02508645793977726,0.01354092250784351,1.503274219829778,0.01223680607279769,0.3567645490716977,0.8749097469597439,5.495995052831048,0.08002148607781318,5.504156065559638,0.04506876696244294,0.0,0.0,0.0,0.0,,0.3273912823376725,0.0008362125658388292,1.7203875679020768,0.007616098710480105,,,
Gruiformes-ND4L,BUSTEDS,7,99,0.5,2182.938999135342,1.0594819334519245,0.7071067812056331,0.007624512297732483,0.8964952352050524,0.2067497281066979,0.1035047647949476,1.001952403838312,0.0,0.0,0.07293791391220775,1.078669319399121,0.2090750432101071,1.078678470760579,0.7179870428776851,,,,,,,,,,6.692284914246102,0.03521995487584884,
Gruiformes-ND4L,BUSTEDS-MH,7,99,0.5,2189.631284049588,1.0726346040688266,0.7071067811865478,0.007410520679041251,0.8951426932915043,0.2046621807924252,0.1048573067084956,1.040882336227208,0.0,0.0,0.07296259445673008,1.078705103566636,0.06447352745180086,1.078705126107925,0.8625638780914691,0.0,0.0,0.0,,,0.013743823773953261,0.0006741258328460344,2.0813171620318965e-05,5.3244292325067866e-05,,,
Gruiformes-ND5,BUSTEDS,7,607,0.01031543930109957,14453.70578624319,1.3792884757755173,1.1743411108857396,0.02162370244854448,0.8612195226109455,0.02315220821116347,0.1133896342054823,2.674861814434663,0.02539084318357221,0.3407551120853942,0.5225767179221481,0.3413652709544075,0.3458659334435147,5.350234716144657,0.1315573486343372,,,,0.0,,,,,,6.127985342540342,0.0467008612977757,
Gruiformes-ND5,BUSTEDS-MH,7,607,0.0153896831910717,14459.83377158573,1.3967237370596555,1.1668364570788183,2.75110162638906e-05,0.0,0.02264381070107105,0.9751751467926647,2.721383660050365,0.0248248532073353,0.3520828388208831,0.5265927632166056,0.353323651710063,0.3436897823951549,5.343629346735896,0.1297174543882394,0.0,0.0,0.0,0.0,,0.02287547818602491,0.0035922109432051747,0.009963825633301763,0.02010123924142748,,,
Gruiformes-ND6,BUSTEDS,7,174,0.5,4034.704556381001,1.3623250975907102,1.1497875275235485,0.02935708467837455,0.0,0.03089497600670034,1.0,2.402981222660873,0.0,0.1253899782899571,0.4088211864983027,0.740233626976988,0.4929071720620323,5.941403318479513,0.09827164143966508,,,,,,,,,,6.333814248675026,0.04213371091710423,
Gruiformes-ND6,BUSTEDS-MH,7,174,0.5,4041.038370629676,1.2869776818667948,1.1480726607098037,0.03076511837261954,1.0,0.03314268517242801,0.0,1.001560768710587,0.0,0.126720044089895,0.405478729852727,0.7461166947614761,0.4973935197232413,5.945819871485234,0.09712775042403167,0.0,1.032464936616171,0.0,,,0.46835873227008623,0.00012985763408079887,0.003876562196715736,0.011885683385022822,,,
Gymnophiona-ATP6,BUSTEDS,8,228,0.3238091048873136,7791.227415498257,1.41388917855697,1.310044754594562,0.0,0.430368091839801,0.009446746110659406,0.5656017470915655,61.76554759983041,0.004030161068633471,0.01138160148352532,0.083027071261087,0.1099117377483319,0.5118075641520738,2.326954479821525,0.4051653645868392,,,,0.0,,,,,,1.1454802532689428,0.5639779485102783,
Gymnophiona-ATP6,BUSTEDS-MH,8,228,0.3817823966987841,7792.372895751526,1.4137388684974996,1.2969842456026581,0.0,0.41674769557771,0.01069295393752093,0.5798915397290505,47.77149346020237,0.003360764693239587,0.01363007232932717,0.08224708198357931,0.1242676372769332,0.5171429203312691,2.332979313746839,0.4006099976851515,0.0,0.0,0.9345394492753162,0.0,,4.665100115818301,0.08921969852463553,0.007543068099905769,0.02006809347462098,,,
