File,N,S,T,AIC-c,plain,+S,+MH,p,p_plain,p_s,p_MH,omega1_BUSTED,p1_BUSTED,omega2_BUSTED,p2_BUSTED,omega3_BUSTED,p3_BUSTED,omega1_S,p1_S,omega2_S,p2_S,omega3_S,p3_S,omega1_noS,p1_noS,omega2_noS,p2_noS,omega3_noS,p3_noS,omega1_MH,p1_MH,omega2_MH,p2_MH,omega3_MH,p3_MH,SRV_S,SRV_MH,delta,psi,S1,S2,S3,SP1,SP2,SP3,L1,L2,L3,EB
ENSG00000221937,24,323,1.79,14233.10748,64.93921,-3.89618,69.07501,0.50000,0.48368,0.50000,0.50000,0.00142,0.00000,0.20807,0.81054,1.48129,0.18946,0.26090,0.37882,0.31685,0.44151,1.00000,0.17967,0.06448,0.57247,0.30257,0.02605,1.00000,0.40148,0.26119,0.71926,0.72042,0.18337,1.00000,0.09737,0.49347,0.50361,0.00000,0.00000,1097,96,6,0.0771883,0.00675486,0.000422178,0.08687,0.11656,0.14579,0
ENSG00000073598,24,324,1.34,12340.16549,53.91805,-4.16293,56.90730,0.50000,0.48150,0.19194,0.50000,0.08482,0.00083,0.11289,0.85196,1.11885,0.14721,0.22068,0.99286,0.25097,0.00277,8.38023,0.00437,0.15178,0.88559,1.00000,0.11441,1582.36333,0.00000,0.16849,0.00000,0.22963,1.00000,1.00156,0.00000,0.59536,0.58252,0.06668,0.00000,898,63,0,0.0615912,0.00432099,0,0.05595,0.07374,0.00000,0
ENSG00000084623,24,324,0.90,8694.47072,61.70227,-2.55363,64.24216,0.50000,0.50000,0.50000,0.50000,0.00603,0.37869,0.06242,0.61890,1.00000,0.00241,0.01474,0.12363,0.04023,0.87298,1.00000,0.00339,0.00377,0.00000,0.04138,1.00000,1.00220,0.00000,0.03246,0.34787,0.04160,0.65213,1.07942,0.00000,0.70225,0.69938,0.04234,0.34044,696,11,1,0.0477366,0.000754458,6.85871e-05,0.04759,0.12958,0.14963,0
ENSG00000100351,24,324,1.37,9974.07750,160.69917,-3.85585,163.24658,0.12601,0.46130,0.10117,0.50000,0.03640,0.61578,0.05326,0.33320,1.36182,0.05102,0.00000,0.34002,0.12177,0.65843,11.28995,0.00155,0.01801,0.32546,0.05536,0.61149,1.00000,0.06305,0.00000,0.41698,0.13995,0.58180,13.59468,0.00122,0.91284,0.91228,0.00000,0.00000,783,30,2,0.0537037,0.00205761,0.000137174,0.06847,0.09356,0.12144,11
ENSG00000103035,24,324,0.80,7902.62038,67.50268,-4.07894,71.56598,0.08197,0.06284,0.02045,0.17518,0.01411,0.97119,0.05525,0.02767,11.93886,0.00114,0.01514,0.99383,0.01518,0.00534,15.49398,0.00083,0.01403,0.00000,0.01531,0.99890,12.20951,0.00110,0.01277,0.67687,0.01997,0.32229,15.20831,0.00084,0.90438,0.90474,0.00000,0.00000,627,8,1,0.0439815,0.000561167,7.01459e-05,0.04012,0.04462,0.03760,15
ENSG00000120697,24,324,0.91,9207.86218,103.24617,-4.05103,106.97383,0.50000,0.50000,0.50000,0.50000,0.04829,0.85706,0.52093,0.02264,1.00000,0.12030,0.00000,0.27887,0.19871,0.70765,1.00000,0.01348,0.00078,0.00000,0.07352,0.89532,1.00000,0.10468,0.00000,0.32983,0.22187,0.66303,1.00000,0.00714,1.12009,1.11598,0.00000,0.00000,642,16,2,0.0450337,0.00112233,0.000140292,0.04721,0.06737,0.07044,0
ENSG00000134851,24,324,1.17,10353.83601,49.03191,-4.06916,50.95789,0.42518,0.28679,0.42489,0.49838,0.04286,0.74142,0.10636,0.25122,3.98058,0.00735,0.04836,0.91605,0.08674,0.06681,1.90810,0.01713,0.00013,0.12014,0.06860,0.87149,1.47667,0.00837,0.00078,0.03073,0.05303,0.95280,1.96195,0.01647,0.50716,0.50719,0.00000,0.00000,806,35,0,0.0552812,0.00240055,0,0.06363,0.07678,0.00000,7
ENSG00000135924,24,324,1.05,10419.00566,130.08547,-2.47517,127.05331,0.50000,0.50000,0.50000,0.50000,0.00781,0.25993,0.03119,0.60369,1.00000,0.13638,0.01592,0.71177,0.46388,0.28823,1.00156,0.00000,0.05979,0.88299,0.46166,0.04364,1.00000,0.07337,0.00795,0.61745,0.35768,0.38255,1.00151,0.00000,0.79080,0.77250,0.00000,0.21103,734,45,4,0.0526845,0.00322997,0.000287109,0.05136,0.07770,0.05451,0
ENSG00000137806,24,324,1.19,11801.88983,86.21184,-4.08358,90.14311,0.50000,0.50000,0.50000,0.50000,0.00001,0.52481,0.04630,0.17177,1.00000,0.30342,0.13301,0.20157,0.20576,0.67229,1.00000,0.12614,0.00004,0.00000,0.08328,0.78820,1.13431,0.21180,0.13266,0.69008,0.53829,0.23968,1.00000,0.07024,0.68532,0.68498,0.00000,0.00000,816,56,0,0.0559671,0.00384088,0,0.05266,0.07291,0.00000,0
ENSG00000140497,24,324,1.06,9598.05450,82.12931,-4.07978,86.19672,0.02615,0.00309,0.01275,0.01302,0.05267,0.75675,0.11436,0.23751,13.71273,0.00574,0.06383,0.98942,0.06446,0.00384,8.07718,0.00675,0.03546,0.38714,0.08772,0.60710,13.65387,0.00576,0.05670,0.39376,0.06905,0.59961,8.23085,0.00663,0.78455,0.78355,0.00000,0.00000,687,33,1,0.0471193,0.00226337,6.85871e-05,0.05319,0.06389,0.09031,18
ENSG00000143570,24,324,1.15,10998.03539,38.87215,0.07883,42.00370,0.50000,0.21649,0.49822,0.50000,0.05645,0.84743,0.14618,0.14942,7.96642,0.00315,0.05323,0.95765,0.08247,0.01315,1.04677,0.02921,0.03156,0.76907,0.17776,0.21160,1.00080,0.01932,0.00811,0.62526,0.19477,0.37474,1.00161,0.00000,0.49133,0.55942,0.00000,0.22738,891,30,3,0.0625,0.00210438,0.000210438,0.05437,0.06645,0.07338,0
ENSG00000153310,24,324,0.55,6298.72903,71.92456,-3.35753,79.20691,0.50000,0.05097,0.50000,0.50000,0.00355,0.97581,0.07488,0.02409,298.23763,0.00011,0.00510,1.00000,0.02393,0.00000,1.12614,0.00000,0.00092,0.82125,0.01243,0.17512,1.00000,0.00363,0.00502,1.00000,0.02780,0.00000,1.10905,0.00000,1.15493,1.12144,0.04824,0.00000,404,3,0,0.028998,0.000215332,0,0.03104,0.03262,0.00000,0
ENSG00000164093,24,324,0.79,7348.98647,108.96354,-4.05336,113.03299,0.50000,0.50000,0.50000,0.50000,0.00043,0.80369,0.00894,0.17467,1.00000,0.02164,0.00123,0.90411,0.03758,0.07890,1.00000,0.01698,0.00010,0.70966,0.00556,0.26834,1.00000,0.02200,0.00000,0.91667,0.06867,0.06690,1.00000,0.01643,0.80271,0.80224,0.00000,0.00000,520,7,0,0.0373241,0.00050244,0,0.03862,0.04248,0.00000,29
ENSG00000167904,24,324,0.96,8787.72145,136.53094,-4.07244,136.26505,0.50000,0.50000,0.50000,0.50000,0.05237,0.83733,0.08631,0.14836,1.00000,0.01431,0.02837,0.00000,0.05923,1.00000,1.00233,0.00000,0.06701,1.00000,0.12079,0.00000,1.00851,0.00000,0.05597,0.00000,0.05925,1.00000,1.11676,0.00000,0.92538,0.92496,0.00000,0.00000,646,26,0,0.0453143,0.00182379,0,0.05304,0.07259,0.00000,0
ENSG00000176087,24,324,1.28,11594.41703,26.47065,-8.29567,33.10713,0.50000,0.00011,0.00014,0.50000,0.12210,0.90656,0.12518,0.09302,206.77165,0.00041,0.11458,0.00017,0.11629,0.99946,284.93640,0.00037,0.12241,1.00000,0.14655,0.00000,1.00156,0.00000,0.01149,0.00000,0.11642,1.00000,5.56130,0.00000,0.58751,0.57986,0.01187,0.53976,918,43,4,0.0658915,0.00308642,0.000287109,0.06055,0.09329,0.04312,0
ENSG00000181788,24,324,0.84,7432.80883,45.87529,-4.05984,50.04028,0.38416,0.13034,0.30376,0.50000,0.00447,0.54932,0.03130,0.45047,25.66933,0.00021,0.00160,0.23321,0.01763,0.76585,6.07785,0.00094,0.00422,0.38874,0.02516,0.61126,1.00156,0.00000,0.01019,0.15646,0.01453,0.84258,5.98009,0.00096,0.69891,0.69761,0.00000,0.00000,581,2,1,0.0407548,0.000140292,7.01459e-05,0.04629,0.10149,0.05782,20
ENSG00000100104,24,325,1.96,13533.49877,111.29754,-2.23985,113.77005,0.50000,0.46375,0.50000,0.50000,0.06532,0.29522,0.19057,0.61229,1.53338,0.09249,0.19295,0.62078,0.27706,0.34574,1.00000,0.03348,0.10136,0.66519,0.29725,0.19760,1.00000,0.13721,0.20044,0.47614,0.28348,0.52386,1.00132,0.00000,0.66009,0.65962,0.00000,0.11463,1035,90,11,0.0723776,0.00629371,0.000769231,0.07897,0.10467,0.11981,0
ENSG00000100580,24,325,1.04,10022.42324,90.31962,-4.14704,92.63600,0.50000,0.10782,0.50000,0.50000,0.00022,0.08373,0.15140,0.91003,8.95412,0.00624,0.09983,0.90178,0.82040,0.09822,1.00233,0.00000,0.01021,0.64490,0.16753,0.22242,1.00000,0.13268,0.10416,0.03220,0.10930,0.89825,1.00000,0.06956,0.84024,0.83516,0.00000,0.00000,703,33,4,0.0480684,0.00225641,0.000273504,0.05292,0.06903,0.05891,0
ENSG00000104427,24,325,0.93,9594.08726,49.63255,-3.70871,53.10315,0.25693,0.12924,0.07909,0.50000,0.00000,0.68785,0.35908,0.30826,10.77724,0.00389,0.08828,0.96763,0.59776,0.02914,11.64985,0.00324,0.05170,0.91483,0.40800,0.00877,1.00000,0.07640,0.09084,0.59741,0.11424,0.39909,8.90103,0.00349,0.72494,0.72432,0.04596,0.00000,647,31,2,0.0442393,0.00211966,0.000136752,0.04677,0.06087,0.08185,12
ENSG00000117305,24,325,1.17,11457.99962,155.68392,-3.45070,156.83853,0.49315,0.09889,0.42986,0.35620,0.14686,0.98404,0.72866,0.00955,10.47764,0.00641,0.10575,0.07682,0.15149,0.90919,2.32717,0.01399,0.04041,0.37520,0.22866,0.62041,7.86659,0.00439,0.12546,0.10900,0.14319,0.85905,1.17927,0.03195,0.78199,0.78059,0.00047,0.07332,832,48,3,0.0581818,0.00335664,0.00020979,0.05228,0.05900,0.08528,0
ENSG00000117448,24,325,1.01,10475.71469,24.54539,-1.90205,27.62391,0.50000,0.49889,0.27352,0.50000,0.04158,0.80574,0.08820,0.12996,1.01685,0.06430,0.08712,0.98877,0.10250,0.00733,4.65892,0.00390,0.05525,0.89540,0.25735,0.06710,1.00000,0.03750,0.09164,0.83569,0.09330,0.16431,1.00233,0.00000,0.55469,0.55278,0.12304,0.00000,792,30,2,0.0541538,0.00205128,0.000136752,0.04865,0.06524,0.08306,0
ENSG00000124222,24,325,1.13,9299.79591,164.18919,-4.07150,170.07678,0.06980,0.05184,0.04366,0.50000,0.06205,0.68419,0.07142,0.31501,19.12298,0.00080,0.05482,0.94848,0.05953,0.05096,72.73774,0.00056,0.06610,1.00000,0.08144,0.00000,1.01130,0.00000,0.05434,0.00165,0.05508,0.99779,73.33436,0.00056,0.82894,0.82897,0.00000,0.00000,745,24,2,0.0520979,0.00167832,0.00013986,0.05952,0.07202,0.09565,24
ENSG00000125347,24,325,0.99,9928.66987,81.53783,-4.00897,85.61135,0.50000,0.10430,0.50000,0.17607,0.11476,0.76321,0.14584,0.23612,20.97611,0.00066,0.00129,0.00000,0.11566,1.00000,1.00276,0.00000,0.09679,0.32255,0.13417,0.67679,21.12283,0.00066,0.11145,0.46451,0.11839,0.53549,1.00211,0.00000,0.82582,0.82749,0.00590,0.00000,713,26,1,0.0510197,0.00186047,7.15564e-05,0.04548,0.06028,0.04425,0
ENSG00000128645,24,325,1.51,11156.17009,123.52295,-4.09072,127.09614,0.49810,0.49965,0.49306,0.48875,0.08627,0.91225,0.26197,0.01648,1.00987,0.07127,0.08879,0.65399,0.12246,0.30863,1.14162,0.03739,0.05974,0.54429,0.18651,0.42792,1.42927,0.02779,0.09570,0.85202,0.10556,0.10329,1.02687,0.04468,0.69187,0.69208,0.00000,0.00000,829,47,2,0.0566838,0.00321368,0.000136752,0.07302,0.09390,0.11676,0
ENSG00000135094,24,325,1.51,12407.60071,155.08607,-1.55579,149.37614,0.50000,0.01076,0.06720,0.50000,0.09496,0.74182,0.15782,0.25137,7.49205,0.00682,0.10884,0.92750,0.11017,0.06533,4.38333,0.00718,0.09043,0.00000,0.11751,1.00000,1.18272,0.00000,0.11296,0.66409,0.11986,0.33591,1.00233,0.00000,0.71706,0.69999,0.13781,0.17314,963,67,7,0.0658462,0.0045812,0.000478632,0.06637,0.08111,0.05445,0
ENSG00000148123,24,325,0.66,7576.15403,117.56541,-4.06814,121.65793,0.50000,0.50000,0.50000,0.50000,0.03788,1.00000,0.06444,0.00000,1.00388,0.00000,0.02992,0.82684,0.05255,0.17316,1.03702,0.00000,0.00343,0.20873,0.04711,0.79127,11.90165,0.00000,0.03154,0.89796,0.05387,0.10204,1.00251,0.00000,0.92701,0.92683,0.00000,0.00000,528,6,0,0.0377818,0.000429338,0,0.03454,0.06550,0.00000,0
ENSG00000160570,24,325,1.06,9886.49191,106.37708,-3.88547,106.12581,0.47968,0.25821,0.46990,0.10752,0.05131,0.82347,0.09566,0.17475,7.79261,0.00178,0.05116,0.00500,0.05428,0.98942,1.65441,0.00558,0.05636,0.96998,0.15914,0.02932,209.20549,0.00071,0.05158,0.01233,0.05555,0.98341,1.65674,0.00426,0.82261,0.82111,0.00000,0.08385,750,30,2,0.0536673,0.00214669,0.000143113,0.05067,0.06215,0.07379,3
ENSG00000162998,24,325,1.15,9559.65063,73.63781,-3.66863,73.78727,0.50000,0.50000,0.22698,0.50000,0.07337,0.67883,0.19217,0.32117,1.00163,0.00000,0.09678,0.82175,0.09753,0.17796,32.41682,0.00028,0.03758,0.00000,0.10565,1.00000,1.12033,0.00000,0.09087,0.00000,0.09560,1.00000,1.10394,0.00000,0.78617,0.77863,0.05664,0.00000,693,35,1,0.0484615,0.00244755,6.99301e-05,0.07233,0.19898,0.31218,0
ENSG00000167965,24,325,1.23,8905.17037,45.58840,-3.78933,48.69834,0.50000,0.49993,0.50000,0.50000,0.00525,0.95727,0.06070,0.03457,1.01040,0.00816,0.00651,0.95657,0.04082,0.03648,1.00000,0.00695,0.00824,0.99173,0.73682,0.00827,1.00204,0.00000,0.00000,0.79957,0.04904,0.19611,1.00000,0.00432,0.51668,0.51396,0.00000,0.33518,816,6,1,0.0557949,0.000410256,6.83761e-05,0.05010,0.08189,0.04068,2
ENSG00000169288,24,325,1.17,11637.44230,93.25120,-2.25528,95.91095,0.48748,0.03643,0.50000,0.32589,0.17187,0.54863,0.29785,0.41443,4.55468,0.03694,0.08228,0.34603,0.17812,0.41704,1.00233,0.23693,0.16614,0.41619,0.28697,0.54740,3.79105,0.03641,0.28012,0.98320,0.93533,0.00543,4.68413,0.01137,0.70852,0.72227,0.04832,0.00000,783,67,3,0.0535385,0.0045812,0.000205128,0.05134,0.06760,0.09889,2
ENSG00000171540,24,325,0.96,6743.95143,85.68312,-4.07315,89.74980,0.00154,0.01486,0.00154,0.01488,0.00859,0.85816,0.02376,0.14140,24.55476,0.00044,0.00451,0.08033,0.00590,0.91871,32.01109,0.00097,0.00922,0.91550,0.02710,0.08406,24.59378,0.00044,0.00579,0.99540,0.00614,0.00364,32.36484,0.00096,0.92572,0.92590,0.00000,0.00000,458,6,0,0.0313162,0.000410256,0,0.05317,0.07500,0.00000,13
ENSG00000179091,24,325,1.28,10507.73006,47.75066,-7.08296,50.79008,0.50000,0.00087,0.00578,0.12750,0.08562,0.96690,0.12568,0.03163,29.01409,0.00148,0.07484,0.08306,0.08205,0.91557,22.84065,0.00137,0.07914,0.13515,0.08752,0.86377,29.69278,0.00108,0.07691,0.00000,0.08335,1.00000,1.00233,0.00000,0.61205,0.60345,0.10530,0.08530,802,29,1,0.0548376,0.00198291,6.83761e-05,0.05721,0.09918,0.09273,0
ENSG00000187821,24,325,1.27,9307.98148,97.96902,-4.07193,104.58435,0.18818,0.08665,0.14065,0.50000,0.06852,0.30583,0.10630,0.69049,10.03320,0.00368,0.00000,0.00645,0.09412,0.99204,16.44781,0.00151,0.00873,0.48565,0.10169,0.44724,1.00000,0.06710,0.06664,0.02365,0.09412,0.97481,16.14807,0.00154,0.76634,0.76597,0.00000,0.00000,640,23,2,0.0457961,0.0016458,0.000143113,0.05582,0.06719,0.05267,12
ENSG00000012660,24,326,1.10,10186.96448,106.83233,-7.06431,108.12232,0.50000,0.50000,0.26579,0.49964,0.04039,0.91517,0.33753,0.00370,1.00000,0.08113,0.09064,0.98795,0.09417,0.00787,4.81714,0.00418,0.00050,0.11461,0.10352,0.87199,1.29619,0.01341,0.02874,0.04857,0.08995,0.93510,1.00000,0.01633,1.06401,0.68231,0.08461,0.00000,762,30,0,0.0531233,0.00209147,0,0.04618,0.05159,0.00000,0
ENSG00000051180,24,326,0.66,7236.63887,22.26714,-11.03642,26.16200,0.50000,0.42191,0.50000,0.41332,0.00003,0.93892,0.00151,0.04427,2.08347,0.01682,0.01414,0.71336,0.05538,0.28664,1.00270,0.00000,0.00169,0.84235,0.00591,0.14418,2.46397,0.01347,0.00196,0.91666,0.01441,0.06095,1.33544,0.02238,1.55912,0.62407,0.00000,0.00000,482,4,0,0.0336029,0.000278862,0,0.03116,0.02439,0.00000,30
ENSG00000075188,24,326,0.98,9736.44284,69.10976,-3.38278,72.69045,0.50000,0.29010,0.23919,0.50000,0.11313,0.37594,0.13080,0.61750,3.78267,0.00656,0.12520,0.99776,0.12574,0.00097,6.37857,0.00127,0.08037,0.06417,0.10571,0.89178,1.00000,0.04404,0.12238,0.12543,0.12894,0.87457,1.00156,0.00000,0.80528,0.79567,0.00423,0.09245,686,35,2,0.0489371,0.00249679,0.000142674,0.06093,0.09128,0.04614,0
ENSG00000075426,24,326,5.37,8002.79717,122.50058,-4.06862,126.70003,0.00024,0.00000,0.00001,0.00031,0.00210,0.94486,0.33006,0.05459,526.72502,0.00055,0.01695,0.99893,1.00000,0.00060,3042.91422,0.00048,0.00000,0.05532,0.02002,0.94414,565.34175,0.00054,0.00274,0.31420,0.02420,0.68533,3181.28820,0.00047,0.98306,0.98249,0.00000,0.00000,605,11,2,0.0421779,0.000766871,0.000139431,0.24602,0.32990,0.06344,23
ENSG00000101265,24,326,1.13,9779.90067,64.98741,-4.08289,69.04933,0.47566,0.50000,0.44881,0.50000,0.02394,0.90847,0.06626,0.06781,1.00000,0.02372,0.03738,0.96242,0.04615,0.03429,2.47434,0.00329,0.00000,0.00111,0.02839,0.97713,1.00000,0.02176,0.03264,0.70604,0.05093,0.29084,2.37520,0.00311,0.90881,0.90524,0.00733,0.00000,809,23,0,0.0563999,0.00160346,0,0.05327,0.07170,0.00000,4
ENSG00000101413,24,326,0.50,6724.39306,55.50829,-4.07356,59.61411,0.50000,0.50000,0.50000,0.50000,0.00858,0.91558,0.01183,0.08442,1.00348,0.00000,0.00053,0.00000,0.00829,1.00000,1.08649,0.00000,0.00055,0.74127,0.03277,0.25873,1.13796,0.00000,0.00829,1.00000,0.01509,0.00000,1.02826,0.00000,0.81102,0.81130,0.00000,0.00000,436,3,0,0.0311029,0.000214011,0,0.02370,0.03469,0.00000,0
ENSG00000105698,24,326,0.86,7902.75813,89.55069,-4.07156,93.57691,0.02102,0.10590,0.01624,0.10341,0.01780,0.74635,0.07275,0.25167,11.85065,0.00198,0.02810,0.98956,0.02868,0.00848,15.59348,0.00196,0.03138,0.99664,0.03940,0.00134,11.69612,0.00203,0.02666,0.07427,0.02834,0.92380,15.83817,0.00194,0.94950,0.94848,0.00000,0.00000,581,9,0,0.0405047,0.00062744,0,0.04338,0.04454,0.00000,26
ENSG00000105810,24,326,0.72,7866.20442,101.05007,-4.06818,105.10896,0.30803,0.50000,0.30870,0.49911,0.01314,0.60541,0.08171,0.38184,1.00000,0.01275,0.03916,0.62085,0.04730,0.37855,9.44210,0.00060,0.03934,0.98778,0.16159,0.00007,1.06908,0.01215,0.04113,0.73908,0.04537,0.26032,9.39492,0.00060,0.91569,0.91602,0.00000,0.00000,554,7,0,0.0395206,0.000499358,0,0.03377,0.04832,0.00000,14
ENSG00000111707,24,326,0.84,8864.90965,46.71521,-5.13441,50.76810,0.50000,0.11739,0.03214,0.50000,0.04618,0.06447,0.05256,0.93537,41.30217,0.00015,0.04202,0.12612,0.05060,0.87376,139.49366,0.00012,0.01785,0.00000,0.05236,1.00000,2.29202,0.00000,0.00059,0.00000,0.04963,1.00000,1.12345,0.00000,0.61809,0.61280,0.00000,0.08921,677,12,1,0.0471974,0.000836587,6.97156e-05,0.03684,0.03746,0.05182,0
ENSG00000122787,24,326,1.41,12159.60546,160.81359,-1.83820,164.06769,0.50000,0.02532,0.38351,0.28195,0.10290,0.80131,0.12428,0.13567,3.01844,0.06302,0.07961,0.23254,0.18301,0.71993,1.85550,0.04753,0.06012,0.45596,0.12877,0.46317,2.28329,0.08088,0.17277,0.96010,1.00000,0.00001,1.12016,0.03989,0.84679,0.84631,0.09708,0.00000,894,75,3,0.0609407,0.00511247,0.000204499,0.06963,0.08360,0.10668,0
ENSG00000122958,24,326,0.54,6976.75216,16.53859,-4.06847,20.60541,0.50000,0.50000,0.50000,0.50000,0.02404,0.00000,0.04921,1.00000,1.12968,0.00000,0.00008,0.00000,0.04581,1.00000,1.09833,0.00000,0.04920,1.00000,0.21531,0.00000,1.12693,0.00000,0.04232,0.00000,0.04582,1.00000,1.12182,0.00000,0.75548,0.75633,0.00000,0.00000,443,3,0,0.030884,0.000209147,0,0.03180,0.03894,0.00000,0
ENSG00000140416,24,326,0.51,6184.69531,98.34394,-4.07239,101.85654,0.06112,0.28843,0.06123,0.21863,0.00000,0.86672,0.00004,0.11495,2.17722,0.01833,0.02559,0.98792,0.02805,0.01158,61.12201,0.00050,0.00944,0.90334,0.17891,0.09533,13.71433,0.00133,0.02476,0.03953,0.02568,0.95997,61.66055,0.00049,1.09187,1.09173,0.00000,0.00000,383,2,0,0.0267011,0.000139431,0,0.02383,0.02187,0.00000,14
ENSG00000163002,24,326,0.77,8098.69254,51.22817,-4.07099,55.29857,0.50000,0.50000,0.50000,0.50000,0.00571,0.00000,0.06639,1.00000,1.04924,0.00000,0.06012,0.98787,0.06026,0.01213,1.00237,0.00000,0.05288,0.14262,0.06871,0.85738,1.00273,0.00000,0.00058,0.00000,0.06012,1.00000,1.09651,0.00000,0.83677,0.83687,0.00000,0.00000,556,13,0,0.0396633,0.000927379,0,0.04059,0.05702,0.00000,0
ENSG00000163485,24,326,1.21,9507.41519,95.64714,-0.74927,95.63981,0.50000,0.35344,0.24605,0.50000,0.03619,0.92613,0.05467,0.07111,2.92960,0.00277,0.03388,0.00479,0.03399,0.99427,4.54037,0.00094,0.02823,0.85745,0.11829,0.14255,1.00233,0.00000,0.00077,0.00000,0.03479,1.00000,1.00153,0.00000,1.06441,1.05834,0.00000,1.20542,768,17,3,0.0535416,0.00118516,0.000209147,0.04668,0.05424,0.07820,0
ENSG00000168283,24,326,0.48,6345.75082,50.39584,-4.13276,53.23831,0.50000,0.50000,0.50000,0.50000,0.01507,0.89842,0.04146,0.08656,1.00495,0.01502,0.02389,0.98757,0.29275,0.01243,1.00156,0.00000,0.00241,0.09170,0.03280,0.90830,1.00747,0.00000,0.02561,0.64156,0.02895,0.35844,1.00243,0.00000,1.40781,1.39930,0.00000,0.19214,371,1,0,0.0270961,7.30353e-05,0,0.02607,0.01472,0.00000,0
ENSG00000172318,24,326,0.83,8020.23470,76.52275,-4.11776,80.60915,0.50000,0.50000,0.50000,0.50000,0.00000,0.00000,0.00963,1.00000,1.00222,0.00000,0.00871,1.00000,0.03392,0.00000,1.11688,0.00000,0.00736,0.95523,0.05795,0.04477,1.00233,0.00000,0.00034,0.58809,0.02075,0.41191,1.22814,0.00000,0.81899,0.81902,0.00000,0.00000,642,4,0,0.0457983,0.000285347,0,0.03879,0.05159,0.00000,0
ENSG00000180318,24,326,0.70,7810.58727,44.83574,-3.86775,48.62508,0.50000,0.50000,0.35560,0.50000,0.03289,0.77264,0.04894,0.21214,1.00000,0.01523,0.03399,0.29800,0.04546,0.70125,8.48044,0.00074,0.04655,0.99016,0.19368,0.00984,1.00232,0.00000,0.04166,0.81784,0.04993,0.18216,1.00160,0.00000,0.76081,0.75826,0.05788,0.00000,529,10,0,0.0368795,0.000697156,0,0.03676,0.04299,0.00000,0
ENSG00000196119,24,326,1.21,11926.18873,81.21941,2.16290,78.50508,0.50000,0.00236,0.01105,0.24429,0.11829,0.34785,0.18969,0.64228,11.63716,0.00988,0.17834,0.98958,0.17881,0.00641,14.36770,0.00401,0.15607,0.81179,0.24975,0.18135,7.47683,0.00686,0.18457,0.98599,0.19378,0.01401,1.00233,0.00000,0.80654,0.76554,0.18171,0.11334,830,62,3,0.0565781,0.00422631,0.000204499,0.04924,0.06110,0.05471,0
ENSG00000206538,24,326,0.69,8113.31702,193.25601,-3.58571,193.06667,0.40529,0.50000,0.43557,0.50000,0.06376,0.71039,0.16000,0.20522,1.00000,0.08439,0.13907,0.99148,0.16417,0.00480,4.48268,0.00372,0.14965,0.17097,0.15120,0.82903,1.00333,0.00000,0.14138,0.32324,0.14225,0.67499,6.50770,0.00176,1.04009,1.03687,0.00000,0.12598,502,23,2,0.0349972,0.00160346,0.000139431,0.03518,0.05162,0.06404,2
ENSG00000055211,24,327,1.17,11070.78508,54.36753,-1.12060,47.91081,0.50000,0.28854,0.12034,0.50000,0.21490,0.67849,0.33059,0.30487,4.26047,0.01664,0.27541,0.99509,1.00000,0.00356,39.05835,0.00136,0.27111,0.93973,0.40446,0.06027,1.00156,0.00000,0.27420,0.13970,0.27581,0.86030,1.00917,0.00000,0.56359,0.53704,0.09933,0.00000,752,64,2,0.0522658,0.00444815,0.000139005,0.06028,0.07813,0.06063,0
ENSG00000110871,24,327,1.13,11310.35006,58.44203,-3.80025,61.94081,0.39879,0.08368,0.27654,0.20961,0.14663,0.88646,0.34289,0.10019,5.80595,0.01336,0.16712,0.40340,0.17466,0.58263,3.21543,0.01397,0.06630,0.11078,0.18051,0.87648,5.18054,0.01274,0.16586,0.64048,0.19334,0.34829,3.00422,0.01122,0.69098,0.69163,0.03122,0.00325,804,50,3,0.0558799,0.00347512,0.000208507,0.05422,0.06988,0.09438,4
ENSG00000112592,24,327,1.48,9606.42065,104.78312,-4.50981,109.06311,0.00273,0.00000,0.00000,0.00013,0.00327,0.90795,0.32884,0.09042,83.95373,0.00164,0.01893,0.97781,0.50018,0.02019,43.86403,0.00200,0.00000,0.78624,0.14618,0.21200,73.77312,0.00177,0.02231,0.91007,0.05754,0.08736,33.09325,0.00257,0.92134,0.92602,0.00000,0.00000,811,14,8,0.0551138,0.00095141,0.000543663,0.08034,0.10597,0.04364,34
ENSG00000114698,24,327,1.44,13375.47583,120.78953,2.21589,114.74122,0.50000,0.05365,0.42154,0.49507,0.16045,0.25119,0.19665,0.71867,4.67603,0.03013,0.16677,0.78384,0.20461,0.13312,1.51449,0.08304,0.13415,0.89479,0.99937,0.00000,1.55340,0.10521,0.04179,0.33242,0.30331,0.60006,1.00000,0.06753,0.63560,0.62250,0.06279,0.15188,969,85,7,0.0673478,0.0059077,0.000486517,0.06772,0.08816,0.04561,0
ENSG00000129744,24,327,1.53,12766.16674,77.55196,-7.67631,82.35662,0.49941,0.11964,0.01392,0.50000,0.00000,0.06459,0.14390,0.92749,5.97086,0.00792,0.12838,0.96904,0.99525,0.03054,150.10874,0.00042,0.00000,0.56399,0.28091,0.37499,1.00000,0.06103,0.12346,0.94780,0.23792,0.01727,1.02242,0.03492,0.58425,0.57786,0.00000,0.16793,1006,56,5,0.0683656,0.00380564,0.000339789,0.06797,0.08897,0.07947,0
