Gene,Method,Sequences,Codons,LRT p-value,cAIC,CV(omega),CV(alpha),w1,p1,w2,p2,w3,p3,SRV1,SRV_p1,SRV2,SRV_p2,SRV3,SRV_p3,DH_Rate,TH_Rate,TH_Rate_SI,NUM_ER_SITES,ER_SITES,ΔcAIC,RelativeSupport,WD_unweighted(omega),WD_weighted(omega),WD_unweighted(srv),WD_weighted(srv),ER_Sites_Intersection
Hemiptera-ND4L,BUSTEDS,19,103,0.0007813146461790321,9276.625191003086,1.4130340758700426,1.0484247937380675,0.008185779303074025,0.6054804867810147,0.0489785589100481,0.3436897980785286,102.7462859703886,0.05082971514045669,0.06017064355980525,0.153409875401795,0.3646259464976319,0.4196862690596962,1.962363926003767,0.4269038555385087,,,,17.0,20|37|39|41|46|55|61|64|69|76|80|81|84|85|93|95|96,,,,,,,
Hemiptera-ND4L,BUSTEDS-MH,19,103,0.0409225085762997,9259.930455068004,1.4138885113441046,0.953548399812425,0.01524619260853487,0.6494243139482944,0.04882791016674569,0.3306361773400483,418.0864776163446,0.01993950871165731,0.08637768510532308,0.1633412514806777,0.4920492544116695,0.4491650584247854,1.973915055294436,0.3874936900945369,0.4050071570281787,0.9269886272025546,1.743219389086213,4.0,39|69|84|93,16.694735935081553,0.00023701954128691434,105.11580090266825,9.465876605767026,0.055060492916741456,0.1214174651786516,
Hemiptera-ND5,BUSTEDS,19,582,0.5,50649.24401181017,1.360066665444701,1.0736473887882418,0.001159749244844053,0.4706461350254604,0.02518396907354225,0.5034491011080758,1.0,0.02590476386646379,0.03138408162114417,0.2806133397977319,0.394789665625525,0.3097899174397306,2.121333642106995,0.4095967427625376,,,,,,,,,,,,
Hemiptera-ND5,BUSTEDS-MH,19,582,0.5,50400.09517600341,1.360181821837966,1.0288540622785223,0.001621916968735469,0.4498529909791463,0.0263263653004521,0.5501470090208538,1.063612567237806,0.0,0.04384671835813418,0.2641571253808001,0.4266622499510327,0.3089705177735982,2.006668988756143,0.4268723568456017,0.5990225892985209,0.0,3.008568656109519,,,249.14883580676542,7.907108865914854e-55,0.02173904372953578,0.026529124549169447,0.05299995813778323,0.09393253704500923,
Hemiptera-ND6,BUSTEDS,19,174,0.4877950182093799,16344.16772879356,1.3767286201119255,1.0912438905369881,0.001170192735871953,0.3671855627895387,0.01895866236290273,0.5417776264992515,1.114936877543562,0.09103681071120988,0.02526151140555347,0.1445154659354002,0.2935778538260501,0.3252537209559599,1.698999773853632,0.5302308131086398,,,,0.0,,,,,,,,
Hemiptera-ND6,BUSTEDS-MH,19,174,0.5,16324.01148085227,1.3721240783018187,1.0734852215820012,0.001071930127345692,0.3430117783671383,0.01925608401141036,0.5833847321765119,1.0,0.07360348945634983,0.02872690301006381,0.1406049178308088,0.2974409122846075,0.3030955363085344,1.628273562460579,0.5562995458606567,0.1521087214245267,0.0,0.7496095671830532,,,20.15624794128962,4.1988114381594364e-05,0.03844418726686529,0.028193156584526723,0.02601822048537355,0.07500243315006402,
Ixodida-ATP6,BUSTEDS,10,224,0.2956255042323419,9431.276445371908,1.413435471126973,1.375127262700171,0.000157816823507494,0.6949992087063236,0.003632820607416793,0.2999031846939675,10.32987686805566,0.005097606599708844,0.0003863613552592853,0.03528723411440965,0.03282577387124207,0.4044375221467759,1.76111724149166,0.5602752437388144,,,,0.0,,,,,,,,
Ixodida-ATP6,BUSTEDS-MH,10,224,0.5,9423.307853468434,1.4007361568906205,1.0016960010799314,0.0,0.4974585428620037,0.006419090599537138,0.5025414571379963,1.002311849777842,0.0,0.03629857577332139,0.3813250721921368,0.5744717388543295,0.263481607023924,2.350257330816754,0.3551933207839391,0.2834576816228984,0.0,9.073837375862219,,,7.968591903474589,0.01860553890993245,3.110169701697816,0.05477590126004138,0.38889942290874785,0.4867190830932371,
Ixodida-ATP8,BUSTEDS,10,56,0.5,2665.056780862391,1.384635708007798,0.9392146184816711,0.0,0.312563697420024,0.01946686812963549,0.687436302579976,1.371706002145956,0.0,0.04716204717902019,0.2049045557409569,0.5046208666797666,0.3248766899710019,1.757472915066896,0.4702187542880412,,,,,,8.12360022999701,0.017217996827547107,,,,,
Ixodida-ATP8,BUSTEDS-MH,10,56,0.5,2673.180381092388,1.369903150782806,0.9373277505279856,0.0,0.3110759729567182,0.02369205124622558,0.6889240270432817,1.104394722780027,0.0,0.05267752359976145,0.2078707559446927,0.5027127432456996,0.3245611318468143,1.766349853298188,0.4675681122084929,0.0,0.0,0.0,,,,,0.09051215416083967,0.0029397915036169335,0.005433512695366782,0.010561438993376662,
Ixodida-COX1,BUSTEDS,10,516,0.5,15669.41683822559,1.4068160483799164,1.3434876922379375,0.0002259946057001355,0.7569916385056353,0.003275767707607507,0.2407896382387933,1.0,0.002218723255571332,0.01072946531431276,0.1758659300471207,0.129622304840906,0.5963580396281131,4.042619180269687,0.2277760303247662,,,,,,,,,,,,
Ixodida-COX1,BUSTEDS-MH,10,516,0.5,15642.06295910686,1.4087784638801162,1.3229123575496318,0.0,0.5831018831467468,0.002575910931505907,0.4168981168532532,1.0021559107506,0.0,0.01294931768233173,0.1721952589354825,0.1580709763503844,0.5877442330206257,3.769320041451102,0.2400605080438918,0.03043382771661517,0.2871581293365142,0.0,,,27.35387911873113,1.1486312298829922e-06,0.0010272540441338966,0.0029219305371928146,0.10132255423202755,0.12450198586254879,
Ixodida-COX2,BUSTEDS,10,226,0.1156324149321954,7702.507620836142,1.4142119548590597,1.3224800237450076,0.0,0.5822978296864243,0.004399262267269641,0.410956411709505,5805.383654316291,0.006745758604070674,0.0,0.006251514009545342,0.1279876004888476,0.666739438119873,2.797065173333512,0.3270090478705815,,,,3.0,8|52|63,28.91043284688385,5.274475417599521e-07,,,,,
Ixodida-COX2,BUSTEDS-MH,10,226,0.4177273934622019,7731.418053683026,1.4128915840030274,1.2407803926053211,0.0,0.5191513498309183,0.005266784468521037,0.4795464124013427,8.444791663395032,0.0013022377677391,0.123262787007416,0.6294086129500915,1.978478543989118,0.3616456309846325,23.12931598637505,0.008945756065275933,0.08070596673129256,0.7014390878363154,0.01845322884568504,0.0,,,,1932.3132433916992,39.15138003224985,7.435334847849743,0.5266133180384233,
Ixodida-COX3,BUSTEDS,10,262,0.5,10181.57564510566,1.3771622748356014,1.2060395921910736,0.0001359879730690066,0.6936735906012435,0.01965999257792657,0.3063264093987565,1.108630067833234,0.0,0.03126007504421145,0.265256429823867,0.233266254801278,0.3534999627094896,2.384953960975376,0.3812436074666433,,,,,,,,,,,,
Ixodida-COX3,BUSTEDS-MH,10,262,0.5,10181.57121065266,1.3685783546295407,1.1741375941118501,0.0003965277186374401,0.7059842527626816,0.02343141657907685,0.2940157472373183,1.07801379581237,0.0,0.03875311790927674,0.2694330277120971,0.2860880680429827,0.3759931389408661,2.487469171274596,0.3545738333470368,0.0566404592919962,0.0,0.0,,,0.004434452999703353,0.9977852297311486,0.011549411922527585,0.0015267335945911911,0.05427668880199672,0.11357736485725842,
Ixodida-CYTB,BUSTEDS,10,372,0.007643883539424523,13701.73750212835,1.4141836028993713,1.347100596347585,0.0,0.4953671202590661,0.00478704330120045,0.4944252079068398,338.9469775547763,0.01020767183409404,0.008166319795982951,0.143842624034619,0.07326731122865826,0.4670145168131487,2.478802872758962,0.3891428591522323,,,,4.0,62|65|229|302,8.820774677380541,0.012150471070771272,,,,,
Ixodida-CYTB,BUSTEDS-MH,10,372,0.3692564068569495,13710.55827680573,1.4089668476003931,1.0078232985774394,0.001374846310276408,0.8348971113379916,0.01668011108576983,0.1618299379213473,7.278560336159138,0.003272950740661073,0.03115806017891434,0.5170420928009734,0.8769610854346747,0.2719968705031608,3.533160967732367,0.2109610366958659,0.09393813753668075,0.0,0.0,0.0,,,,110.56056171090401,3.439603250860461,0.6270145365207844,0.6022684781482367,
Ixodida-ND1,BUSTEDS,10,336,0.5,13642.63413384611,1.4008522840925672,1.2725730746186257,0.0,0.5279224600841287,0.01591330530212617,0.4640682720889954,2.506560147876231,0.008009267826875914,0.01724456880668914,0.1194782861878036,0.1161650075287558,0.3621648378303473,1.844036052476686,0.5183568759818492,,,,0.0,,,,,,,,
Ixodida-ND1,BUSTEDS-MH,10,336,0.4298422177962472,13632.01391035439,1.397628337180278,1.2704890832589146,0.0,0.5112822421823912,0.01522699268541092,0.4788598828284653,1.928510061409058,0.009857874989143593,0.01730143144536733,0.1166297937486302,0.1201085603965245,0.3734184382271039,1.869061833574504,0.509951768024266,0.0,0.0,0.3962928426594133,0.0,,10.620223491720026,0.004941374508682741,0.1929121330279628,0.008736005685740036,0.009675398868088313,0.028979593363958722,
Ixodida-ND2,BUSTEDS,10,330,0.5,16324.63361132829,1.280660106587393,0.9207481563005327,0.002249910051504142,0.5847588360601366,0.06616865023665221,0.4152411639398635,1.001562523590383,0.0,0.1259709265627474,0.1228038078650611,0.3339703890060068,0.2738863031373692,1.480268087134235,0.6033098889975698,,,,,,,,,,,,
Ixodida-ND2,BUSTEDS-MH,10,330,0.5,16293.81720575949,1.3054997231432548,0.9311310259481651,0.002139899276608603,0.546034584427422,0.05719315608087119,0.453965415572578,1.084415265988668,0.0,0.1193670699722732,0.1154174603650579,0.3402942314319932,0.3024847881328793,1.517424049750696,0.5820977515020629,0.07151180385495294,0.0,1.592681772929525,,,30.8164055688012,2.0337733618338688e-07,0.030646082442987263,0.00591470041269393,0.016694553877640482,0.049886965049453245,
Ixodida-ND3,BUSTEDS,10,116,0.5,4865.35508015128,1.3998617502706807,1.032878486176552,0.0006054081812435106,0.5249505288221952,0.006214129872746266,0.4529633776397258,1.0,0.02208609353807902,0.0292510739501095,0.3963636621712316,1.031130384151299,0.4978275162153283,4.489992912936372,0.1058088216134401,,,,,,5.387537154100755,0.06762560624495824,,,,,
Ixodida-ND3,BUSTEDS-MH,10,116,0.4940506806583316,4870.742617305381,1.4116531558166001,1.0281172369388267,0.0,0.2700113251252369,0.005489385661691012,0.7062097918421342,4.54114179079394,0.02377888303262893,0.0359697944324,0.4127490149934347,1.059715275049992,0.483908486097135,4.570707050049443,0.1033424989094303,0.0,0.0,0.8336488600151233,0.0,,,,1.1808239810620798,0.08762230686740267,0.038672582831351665,0.04953245799334413,
Ixodida-ND4,BUSTEDS,10,445,0.2786380649078045,20867.44311524368,1.413989180234796,1.0408768905473607,8.441256887588866e-05,0.4194933508805989,0.0176979662958486,0.5741944874473425,168.093384965207,0.006312161672058589,0.04354073868630156,0.222457603635125,0.3972111601630747,0.3421550618343273,1.962404862938229,0.4353873345305477,,,,1.0,127,,,,,,,
Ixodida-ND4,BUSTEDS-MH,10,445,0.2125484798125437,20840.03255981131,1.413661977583039,0.9966050835235131,7.78428377357264e-05,0.3914930423583072,0.0173025039437849,0.6045495149250325,66.8208082007929,0.003957442716660301,0.05236028992609609,0.2306333279774508,0.4767813039181151,0.3696319302078862,2.030572511014154,0.399734741814663,0.1244538601897889,0.0,0.1559344049521743,1.0,127,27.410555432372348,1.1165380168916714e-06,33.75765959883245,0.7972641148116189,0.05218578102358665,0.11157147466627226,
Ixodida-ND4L,BUSTEDS,10,97,0.4928794234944256,4187.666808915754,1.3917715014757523,1.26727931185997,0.0,0.4016477392153975,0.01656298113908908,0.5936318085675037,1.544822424045179,0.004720452217098822,0.0,0.02770227333046411,0.1205070152562336,0.3694496207752492,1.584941081461035,0.6028481058942867,,,,0.0,,,,,,,,
Ixodida-ND4L,BUSTEDS-MH,10,97,0.4853122836214728,4185.449988524337,1.3972276158600212,1.2719103602143398,0.0,0.4357854967861028,0.0161468628631011,0.5599759068739348,1.996288864189522,0.004238596339962399,0.0,0.02751103923553719,0.1149474866864005,0.3603598297743622,1.56597275760137,0.6121291309901006,0.0,0.0,0.336164783660845,0.0,,2.216820391417059,0.3300833120230521,0.15062751947344363,0.0034484240389026375,0.008175950809832688,0.026874771416849928,
Ixodida-ND5,BUSTEDS,10,559,0.147687585003767,24514.53910264419,1.414210687869741,1.2931115671176958,0.0004652184758471924,0.5527625221997012,0.01308397402436107,0.4397332173596263,9998.990001009473,0.007504260440672493,0.01066469910908231,0.1001948061877827,0.09209831073241907,0.3227189616843071,1.679488311050966,0.5770862321279102,,,,1.0,313,,,,,,,
Ixodida-ND5,BUSTEDS-MH,10,559,0.0798052680567648,24483.70329625456,1.4142048257432434,1.2732558829789495,0.0006695158743995615,0.5580452545031743,0.01580833217492321,0.4356082951817422,4000.927192509663,0.006346450315083466,0.01415940015662448,0.1074705861767179,0.1073947319160295,0.3213452497400976,1.687664950522932,0.5711841640831844,0.0,0.0,0.3997814035847087,1.0,313,30.835806389630307,2.0141403038463029e-07,1999.3552457184533,49.64468327560426,0.008989253901039534,0.0196913392853154,
Ixodida-ND6,BUSTEDS,10,151,0.5,7496.52085213802,0.9423745820778903,1.240297090386931,0.008049440841587327,0.8949462564564712,0.3348262004905254,0.1050537435435288,1.067947435069736,0.0,0.007268217861413588,0.0105360415683869,0.151662076915635,0.4548722325151598,1.741397236637126,0.5345917259164531,,,,,,7.740526457006126,0.020852879630421515,,,,,
Ixodida-ND6,BUSTEDS-MH,10,151,0.5,7504.261378595026,1.3789953277884681,1.1981374586498938,0.000789218796182837,0.1219873094772961,0.01615361954190276,0.8232047230908061,1.0,0.0548079674318978,0.01006611257014099,0.009319865367898606,0.190569746900338,0.4602874915823619,1.719837796332861,0.5303926430497395,0.1663758700223053,0.0,0.0,,,,,0.13129341268792105,0.059618627483180614,0.021088334999231784,0.03589404333406855,
Lepidoptera-ATP6,BUSTEDS,24,227,0.5,12274.41977019621,1.3924712861324056,1.3431705230236528,0.0009729902659320147,0.7437883192629299,0.009400588520747467,0.2472758730878967,1.0,0.008935807649173342,0.02084400579827618,0.1987729901037619,0.08695006572449918,0.4938536903512719,3.100191536526653,0.3073733195449662,,,,,,3.8726713527903485,0.144231493508163,,,,,
Lepidoptera-ATP6,BUSTEDS-MH,24,227,0.4867872109053024,12278.292441549,1.3960100602255703,0.885323564638395,0.005332327412885265,0.3045037915773216,0.006702577797547074,0.6943866263905434,1.390396878548411,0.001109582032134974,0.1153244358208349,0.6557136751274818,1.935296026668665,0.2707567694317614,5.44523474786378,0.07352955544075682,0.6836533763655815,0.0,0.0,0.0,,,,0.1324847421395216,0.012718453892667804,1.4292898674346173,0.5448071016265684,
Lepidoptera-ATP8,BUSTEDS,24,61,0.06371609371420217,3823.164687871927,1.4142019188417179,1.055804413998138,0.0,0.3577306144179639,0.007984052980523706,0.6271702166036897,1454.594595010422,0.01509916897834638,0.01509961784015059,0.3933612133273691,0.5431145073303805,0.2782934418389088,2.567160472078158,0.3283453448337222,,,,3.0,17|20|24,6.026371160651706,0.049134905997066367,,,,,
Lepidoptera-ATP8,BUSTEDS-MH,24,61,0.08131185537523405,3829.191059032579,1.4141946791724131,1.0681874775852263,0.0,0.3615619383153326,0.006802630280520335,0.6215467240023869,764.1923462617165,0.01689133768228058,0.01330762189103812,0.3980735788501432,0.5377592286813884,0.2844631482352872,2.651424514139229,0.3174632729145697,0.0,0.0,0.0001356251418443387,4.0,17|20|24|30,,,230.13447672380184,11.794812413775272,0.03047043888639192,0.05350147716343708,
Lepidoptera-COX1,BUSTEDS,24,513,0.004041715778690613,22495.84494478951,1.4137494278687452,1.3809323227480839,0.0009925014494978992,0.9607770308443208,0.1207405285036622,0.03692559603253533,556.2279394571324,0.002297373123143908,0.0340150819904052,0.2568734608228612,0.1238494351819994,0.6510619204328669,9.891191529118135,0.09206461874427191,,,,7.0,34|333|343|357|450|467|512,,,,,,,
Lepidoptera-COX1,BUSTEDS-MH,24,513,0.0228888119219377,22486.58822124771,1.3926097667592439,1.3695827937551122,0.001143947541823077,0.9634542954205741,0.09802565353865123,0.034374722284821,9.61440514124085,0.002170982294604862,0.04454201885750106,0.2572392128497658,0.161501504953501,0.6504428400556933,9.570127763677032,0.09231794709454089,0.7745663007889028,0.0,0.0,1.0,389,9.256723541799147,0.009770752729607847,182.21213354564964,1.2582216697555417,0.12308092402656685,0.05917524001240979,
Lepidoptera-COX2,BUSTEDS,24,239,0.2815695564260433,11174.06175138298,1.4126892350996538,1.2737380381233512,6.740541607665328e-06,0.5422739376707776,0.01204274892734271,0.4560760058711543,16.75353638280306,0.001650056458068071,0.0823418196096246,0.2368077460837861,0.3271158763313045,0.6279937489101595,5.732859943604923,0.1351985050060544,,,,2.0,111|145,8.02012104322057,0.01813229780773083,,,,,
Lepidoptera-COX2,BUSTEDS-MH,24,239,0.5,11182.0818724262,1.3885011866303325,1.2509498032783744,5.179591467393761e-06,0.5176576934978345,0.01275483448493306,0.4823423065021655,1.036711681124055,0.0,0.09858359621446751,0.234664806586994,0.3657861055652187,0.6302660397842423,5.5254906042445,0.1350691536287636,0.3411349396241898,0.0,0.0,,,,,5.239179449395579,0.028262618074950722,0.08742711506639314,0.0574068790978802,
Lepidoptera-COX3,BUSTEDS,24,264,0.3909596434795743,14453.02847324704,1.4034508999778035,1.2532427335927239,0.0,0.4131515289656776,0.01118037505017817,0.5835976577472752,2.189650965199427,0.003250813287047094,0.05953232534665379,0.3213240546860999,0.268887696626582,0.4624702545211048,3.96158985083835,0.2162056907927953,,,,0.0,,,,,,,,
Lepidoptera-COX3,BUSTEDS-MH,24,264,0.5,14437.83528000582,1.3776408514151115,1.1835745359345913,0.006256670668677032,0.5992974098400745,0.01310451723152227,0.4007025901599255,1.1030203684014,0.0,0.1021219761561325,0.3142675261559556,0.3721362105988363,0.4802882126718103,3.841303423251504,0.2054442611722342,0.4472959150955466,0.0,0.0,,,15.193193241220797,0.0005021575611878462,0.3649371365493494,0.011341780184118844,0.08870819745619302,0.12667961794066235,
Lepidoptera-CYTB,BUSTEDS,24,388,0.4788517108556573,22628.45813345212,1.3530012488528482,1.3147696786953667,0.003781337459161828,0.8587755492039251,0.03013352398108833,0.1333126206681474,1.136033168827586,0.007911830127927578,0.03741053087901688,0.08202194109648955,0.1829320602711443,0.723879379724314,4.453975539529302,0.1940986791791964,,,,0.0,,,,,,,,
Lepidoptera-CYTB,BUSTEDS-MH,24,388,0.0997204711932389,22574.13634430214,1.4141502469087022,1.274592326650167,0.0,3.851661012132417e-05,0.00714846260891023,0.999212964861644,239.4930454457356,0.0007485185282346606,0.03944247755750363,0.07339796739758662,0.2358561910471975,0.7122588462976106,3.868162819095644,0.2143431863048027,0.8072607439243502,0.0,0.0,1.0,238,54.32178914998076,1.6001966707942154e-12,79.46125955857978,0.19245701240620347,0.21358959929606594,0.2274109505650896,
Lepidoptera-ND1,BUSTEDS,24,320,0.001522215954949224,18232.96493540063,1.4137350584577166,0.9754088376973151,0.0,0.3925418546297729,0.04485956997784424,0.6019571357525958,198.8169404068481,0.005501009617631198,0.1320222542774384,0.6352879436176869,1.239015261111745,0.2382792059957762,4.910877821987904,0.1264328503865369,,,,11.0,45|71|100|105|155|190|193|195|197|247|290,12.621053921429848,0.0018170754594930886,,,,,
Lepidoptera-ND1,BUSTEDS-MH,24,320,0.5,18245.58598932206,1.4130944709453497,1.065241197544354,0.0,0.001607883609245979,0.03325669530016329,0.9968461059241617,62.998940345909,0.001546010466592347,0.1672791242248529,0.3198053662052505,0.4373502154715265,0.4298841714469178,3.030210149005541,0.2503104623478318,0.8049016474955962,0.0,0.1451998983311758,1.0,100,,,45.276534311872254,1.0161509551295929,0.9058631961899987,0.6589798672558835,
Lepidoptera-ND2,BUSTEDS,24,339,0.05821138615668364,20697.98697560884,1.379981620717434,1.0634368311497477,0.002100846693464897,0.6781503513355867,0.03760971432965517,0.3097487963484425,2.412952275511265,0.01210085231597081,0.08160192787073657,0.4995612383321677,0.8402256818494694,0.3505874492392428,4.435478411938722,0.1498513124285895,,,,0.0,,,,,,,,
Lepidoptera-ND2,BUSTEDS-MH,24,339,0.1764257830653024,20684.12894538547,1.3848888874789267,1.0113740950809704,0.00180781263917572,0.5522458375206509,0.0323861467659028,0.441219796757764,2.43236496620249,0.006534365721585124,0.1112708990967943,0.4715804883375991,0.8105197465051991,0.3510232229250256,3.737482706783655,0.1773962887373753,0.2587712999676431,0.0,0.0,0.0,,13.858030223371316,0.0009789645645107157,0.008309764103088878,0.018971115646936095,0.2524568705751317,0.22838370260266208,
Lepidoptera-ND3,BUSTEDS,24,119,0.5,7263.090989345757,1.3856154836070633,1.3387656807941797,0.0005983109308210757,0.7313614114184226,0.01310710523631809,0.2634377913973419,1.0,0.005200797184235573,0.009552275593443554,0.1424865719260381,0.08110246362575294,0.4641835642353754,2.44322281807947,0.3933298638385865,,,,,,13.445006499956435,0.0012035217242892559,,,,,
Lepidoptera-ND3,BUSTEDS-MH,24,119,0.5,7276.535995845714,1.2486126730917715,1.21327009175607,0.0076031671918,1.0,0.0822774630283496,0.0,1.043612816843301,0.0,0.03600408751757308,0.1597161890976045,0.2378662516877424,0.500134981937334,2.573239289171009,0.3401488289650615,0.531194710153105,0.03284152966939917,0.0,,,,,0.039929343632103806,0.01173428149796148,0.10441069035921935,0.23612034444247793,
Lepidoptera-ND4,BUSTEDS,24,486,0.07857043258331992,25661.88926562493,1.3906630936837128,1.2793417119062158,0.0,0.4981327603251785,0.02499289814159423,0.4872211804294231,2.219882779859087,0.01464605924539835,0.03766619268627783,0.180698759692929,0.1523888810882472,0.4888258941391204,2.779941515448234,0.3304753461679506,,,,0.0,,,,,,,,
Lepidoptera-ND4,BUSTEDS-MH,24,486,0.2300548548148416,25635.10908236896,1.4035119600288821,1.21944683531214,0.0,0.4675562361627146,0.03362423533494315,0.5280055768484677,6.623043805092976,0.004438186988817652,0.05425684886373949,0.1765441177208493,0.2189033425539095,0.4933166499336475,2.672910464502342,0.3301392323455032,0.2541138722029482,0.0,0.0,3.0,65|130|294,26.78018325597077,1.5302313451876825e-06,1.4705974541424125,0.04709258245441367,0.06337872286300535,0.0723918986522689,
Lepidoptera-ND4L,BUSTEDS,24,109,0.5,6404.404177637614,1.3603328845050264,1.229213916168797,0.0,0.25114980108319,0.02624049959299565,0.7119988264573374,1.0,0.03685137245947273,0.04635664945535738,0.1543672684540461,0.2259511029992156,0.5360337122596821,2.815663447929111,0.3095990192862718,,,,,,,,,,,,
Lepidoptera-ND4L,BUSTEDS-MH,24,109,0.5,6400.114883339481,1.345884137558758,1.1290408469198046,0.0,0.2225073570272041,0.03670277293698516,0.7774926429727959,1.093026054239997,0.0,0.07407788905556238,0.1570696134234451,0.3371674992994222,0.5309369690629022,2.594125000803415,0.3119934175136527,0.355954791806553,1.046849233790186,0.8119224654451555,,,4.289294298133427,0.11710935189881927,0.03449610919466217,0.043999208367220044,0.1201586943420358,0.13799699956001238,
Lepidoptera-ND5,BUSTEDS,24,599,0.09007510522965934,31970.60549509853,1.3787650380321346,1.1991563750027847,0.001829430534587742,0.642254333419462,0.03083662880444105,0.3393275448790299,1.915517384816548,0.01841812170150818,0.05671826032686025,0.4261758761370502,0.3363966101411242,0.3203693227129271,3.424898197310462,0.2534548011500227,,,,0.0,,,,,,,,
Lepidoptera-ND5,BUSTEDS-MH,24,599,0.1380549895691136,31889.5117457501,1.4097710089212605,0.9295531301406605,0.0,0.3649420034773771,0.03378699368780189,0.6325186687013993,16.09103280394975,0.002539327821223611,0.1587586117310613,0.6220563553123746,1.371003639122068,0.2652785197861494,4.771178135864781,0.112665124901476,0.617927361953239,0.0,0.2825806598899964,2.0,80|448,81.09374934843072,2.458759611165163e-18,4.726765071517051,0.07640689211716187,0.8276424396464879,0.6479259322886086,
Lepidoptera-ND6,BUSTEDS,24,185,0.4952623780986132,13476.32923138078,1.3571212147786325,1.0190708254263428,0.0,0.5394286631824239,0.03025841525783107,0.4488005037142517,1.086081620097538,0.0117708331033244,0.06902629442680248,0.5010996118370905,0.6593249772913357,0.2277262042927807,3.00642695608755,0.2711741838701288,,,,0.0,,,,,,,,
Lepidoptera-ND6,BUSTEDS-MH,24,185,0.5,13474.81351501642,1.359485965735793,1.2218723986153408,0.0,0.531168661569564,0.02666697301880428,0.4627914769347665,1.0,0.006039861495669517,0.04627539122635693,0.1970325396482064,0.188580992326776,0.4109843304727973,2.330147242699188,0.3919831298789963,0.1061903179212891,0.0,0.0,,,1.5157163643598324,0.4686691567460173,0.02989102077885495,0.008423506651935204,0.3899248671844557,0.47640584761788474,
Mermithida-ATP6,BUSTEDS,7,216,0.3465878310535045,6786.026718116624,1.410942706266516,0.8643758730978016,0.0,0.2590805812483423,0.009968996760455408,0.7067404771827831,6.452945021777281,0.03417894156887461,0.03416163194889108,0.2900778827351526,0.7368917266324845,0.3088719915006579,1.901221822472342,0.4010501257641895,,,,1.0,210,,,,,,,
Mermithida-ATP6,BUSTEDS-MH,7,216,0.3591717354710515,6770.827540941584,1.4142135623703653,1.2706500418068938,0.001266988413424574,0.5982350055460345,0.01160214050377778,0.3876111672489532,9999999171.59636,0.01415382720501219,0.009342768934309286,0.1067696551145233,0.09516939365612005,0.2032812826150033,1.419896587946831,0.6899490622704734,0.0,0.0,0.4292245090302129,1.0,210,15.19917717503995,0.0005006573677650456,3333333055.0487714,141538260.36657503,0.38262214350548573,0.4170052054639811,
Mermithida-COX1,BUSTEDS,7,523,0.5,15329.02670821198,1.387877678722364,1.3568682752964223,0.0004292594638279829,0.6830173981023794,0.01217681696346236,0.3128870301748649,1.0,0.004095571722755744,0.005056965138736414,0.05025082958013301,0.0682684695937042,0.5840635584902895,2.624857874386058,0.3656856119295774,,,,,,,,,,,,
Mermithida-COX1,BUSTEDS-MH,7,523,0.5,15260.28726539933,1.3738204241582166,1.3345608070528396,0.001204815037606535,0.7763602399454422,0.01828135419477555,0.2225989753924292,1.0,0.001040784662128605,0.008986727455297803,0.04841531229468004,0.09390483657241674,0.5910674677017957,2.61862889882682,0.3605172200035243,0.1983934650634056,0.0,0.0,,,68.73944281264994,1.1841852538059966e-15,0.0022933642683639135,0.0058930328785251705,0.011931701618170781,0.030653220395884376,
Mermithida-COX2,BUSTEDS,7,238,0.5,7710.279541889855,1.4031265978768985,1.2807907577649538,0.0,0.320896386606861,0.006156953274299014,0.6660829923024377,1.170328018118705,0.01302062109070122,0.05555153767006613,0.0,0.05565531989642265,0.4102422294643698,1.656896926676616,0.5897577705356302,,,,0.0,,,,,,,,27|412|109|311|319|5|123|3|188|447|137|163|56|117|23|139|151|388|54|154|127|134|136|155|132|304
Mermithida-COX2,BUSTEDS-MH,7,238,0.4919667258175306,7672.252753375225,1.402383528402746,1.2095805972860367,0.0,0.3053715479727224,0.007109772097696816,0.6874915647028847,1.265994735785348,0.007136887324392843,0.06829526102427468,0.3972454161429406,0.1042601350191492,0.0,1.614040020049907,0.6027545838570594,0.0,0.0,0.8135968215354565,0.0,,38.026788514629516,5.52825149194376e-09,0.03220651216334695,0.008271863533934259,0.03473514836788138,0.05055038740844364,
Mermithida-COX3,BUSTEDS,7,263,0.5,8769.934602592717,0.9816694595846656,1.2228398210870097,0.00410013263449373,0.9242674280719162,0.279648594930401,0.0757325719280838,1.001559598793285,0.0,0.01777998798408414,0.1631998117637314,0.187601931225861,0.3807628446992366,2.029804088243574,0.456037343537032,,,,,,,,,,,,
Mermithida-COX3,BUSTEDS-MH,7,263,0.5,8738.094188739273,1.061133716870383,1.1865565498796597,0.005665838428588574,0.9382880854168756,0.2079040238306539,0.06171191458312442,1.001555796576217,0.0,0.0192313178667225,0.1420395473181776,0.2218334081612363,0.3918682732501942,1.953130642141719,0.4660921794316283,0.0,0.07215436233164657,0.330399582220432,,,31.84041385344426,1.2188267603967102e-07,0.02443802637030334,0.009716044058275183,0.03745208430662297,0.06993190936023931,
Mermithida-CYTB,BUSTEDS,7,374,0.5,11857.25084100989,1.4003779535450358,0.9904796392691482,0.0,0.4205411390058624,0.006575903904675137,0.567676582353912,1.0,0.01178227864022553,0.0244802515099061,0.4258294321123873,0.8490355498458171,0.3602549322108697,3.196149462306826,0.213915635676743,,,,,,,,,,,,
